Date,^GSPC,^DJI,^IXIC,^NYA,^XAX,^BUK100P,^RUT,^VIX,^GDAXI,^FCHI,^STOXX50E,^N100,^BFX,IMOEX.ME,^N225,^HSI,000001.SS,399001.SZ,^AXJO,^AORD,^BSESN,^JKSE,^NZ50,^KS11,^TWII,^GSPTSE,^BVSP,^MXX,^IPSA,^MERV,^TA125.TA,^JN0U.JO
2002-01-16,1127.5699462890625,9712.26953125,1944.43994140625,6081.58984375,829.4199829101562,,476.4200134277344,23.450000762939453,4984.2001953125,4425.5,,768.8900146484375,2646.02001953125,,10177.580078125,10964.08984375,1479.6190185546875,2938.18701171875,3393.10009765625,3336.199951171875,3348.800048828125,423.5724182128906,,710.9500122070312,5488.3095703125,7584.0,13084.0,6579.35009765625,1137.9599609375,,442.4700012207031,
2002-01-17,1138.8800048828125,9850.0400390625,1985.8199462890625,6124.93994140625,835.219970703125,,482.3900146484375,22.25,5133.39990234375,4475.64013671875,,778.1900024414062,2707.6201171875,,10128.1796875,11013.83984375,1419.51904296875,2796.4287109375,3387.0,3331.199951171875,3401.14990234375,425.0293884277344,,713.5,5501.109375,7652.7001953125,13337.0,6604.66015625,1145.4100341796875,371.20001220703125,445.489990234375,
2002-01-18,1127.5799560546875,9771.849609375,1930.3399658203125,6092.47998046875,830.6400146484375,,474.3699951171875,22.520000457763672,5122.22998046875,4448.85009765625,,773.3800048828125,2729.97998046875,,10293.3203125,10972.9599609375,1415.43798828125,2784.06884765625,,,3377.050048828125,426.3983459472656,,708.469970703125,5522.779296875,7604.7998046875,13373.0,6600.72998046875,1142.2099609375,414.8599853515625,,
2002-01-22,1119.31005859375,9713.7998046875,1882.530029296875,6072.18017578125,823.4000244140625,,469.42999267578125,23.610000610351562,5045.72021484375,4446.72021484375,,774.0800170898438,2736.219970703125,,10050.98046875,10797.6904296875,1358.6910400390625,2697.6298828125,3422.0,3363.699951171875,3368.280029296875,428.45928955078125,,724.3599853515625,5804.07861328125,7559.2998046875,13004.0,6590.0400390625,1143.8699951171875,445.8800048828125,442.79998779296875,
2002-01-23,1128.1800537109375,9730.9599609375,1922.3800048828125,6107.60009765625,830.3900146484375,,477.45001220703125,21.8799991607666,5163.02978515625,4450.81005859375,,774.0499877929688,2771.030029296875,,10040.91015625,10762.1396484375,1444.9649658203125,2890.03759765625,3430.800048828125,3371.89990234375,3373.070068359375,433.9621276855469,,742.6199951171875,5769.7587890625,7598.5,13232.0,6782.77978515625,1143.6300048828125,438.8900146484375,434.4100036621094,
2002-01-24,1132.1500244140625,9796.0703125,1942.5799560546875,6121.33984375,834.3499755859375,,479.7300109863281,21.149999618530273,5170.43994140625,4508.06982421875,,785.5499877929688,2810.669921875,,10074.0498046875,10741.4599609375,1456.404052734375,2898.427490234375,3442.300048828125,3382.699951171875,3357.7900390625,445.8427429199219,,757.7100219726562,5801.89892578125,7657.60009765625,13162.0,6768.2998046875,1157.7099609375,409.45001220703125,438.0,
2002-01-25,1133.280029296875,9840.080078125,1937.699951171875,6133.81982421875,835.8200073242188,,479.3500061035156,21.010000228881836,5156.6298828125,4484.31005859375,,783.5499877929688,2790.419921875,,10144.1396484375,10772.9599609375,1451.4840087890625,2896.817626953125,,,3332.300048828125,452.4455871582031,,774.6799926757812,5950.6181640625,7659.2998046875,,6831.43017578125,1154.8699951171875,406.5,,
2002-01-28,1133.06005859375,9865.75,1943.9100341796875,6128.85009765625,833.8200073242188,,481.2799987792969,21.139999389648438,5159.02001953125,4533.1298828125,,790.3300170898438,2797.5,,10220.849609375,10767.4599609375,1359.5489501953125,2702.859375,3452.89990234375,3392.699951171875,3317.639892578125,441.55389404296875,,780.239990234375,6007.3076171875,7643.7001953125,13002.0,6872.43994140625,1152.1500244140625,419.0400085449219,427.8299865722656,
2002-01-29,1100.6400146484375,9618.240234375,1892.989990234375,5973.419921875,826.6900024414062,,473.9800109863281,24.350000381469727,5084.52001953125,4476.10009765625,,782.010009765625,2790.050048828125,,10026.0302734375,11014.240234375,1392.7750244140625,2770.19873046875,3433.5,3374.199951171875,3313.280029296875,446.8267517089844,,774.030029296875,5846.16796875,7567.10009765625,12501.0,6793.3798828125,1155.1099853515625,425.1000061035156,431.3900146484375,
2002-01-30,1113.5699462890625,9762.8603515625,1913.43994140625,6032.740234375,834.969970703125,,479.7200012207031,23.219999313354492,5052.2001953125,4407.27001953125,,770.0499877929688,2738.090087890625,,9919.48046875,10756.9599609375,1396.60498046875,2779.358642578125,3464.199951171875,3404.0,3298.7900390625,444.41082763671875,,749.4500122070312,5812.6484375,7548.7998046875,12532.0,6750.7998046875,1149.31005859375,454.260009765625,429.6600036621094,
2002-01-31,1130.199951171875,9920.0,1934.030029296875,6116.89990234375,842.4099731445312,,483.1000061035156,21.09000015258789,5107.60986328125,4461.8701171875,,779.7100219726562,2764.2099609375,,9997.7998046875,10725.2998046875,1491.6650390625,2982.66650390625,3445.5,3386.0,3311.030029296875,451.6225891113281,,748.0700073242188,5872.1181640625,7648.5,12721.0,6927.8701171875,1153.0999755859375,439.20001220703125,436.4599914550781,
2002-02-01,1122.199951171875,9907.259765625,1911.239990234375,6087.93017578125,843.6699829101562,,480.0400085449219,21.1200008392334,5097.06005859375,4455.56005859375,,779.0,2773.719970703125,,9791.4296875,10691.25,1485.77001953125,2967.69677734375,,,3333.919921875,454.2685546875,,742.4199829101562,5857.908203125,7690.5,12659.0,6901.81005859375,1156.77001953125,444.9200134277344,,
2002-02-04,1094.43994140625,9687.08984375,1855.530029296875,5949.2001953125,836.6400146484375,,470.0899963378906,24.8700008392334,4984.47998046875,4397.5400390625,,771.1199951171875,2794.820068359375,,9631.9296875,10721.3203125,1511.3270263671875,3027.506103515625,3451.5,3393.300048828125,3317.010009765625,451.1585998535156,,730.2100219726562,5849.828125,7591.10009765625,12513.0,6865.1298828125,1150.72998046875,,442.4200134277344,
2002-02-05,1090.02001953125,9685.4296875,1838.52001953125,5927.6298828125,831.75,,468.82000732421875,25.450000762939453,4936.75,4307.75,,756.0900268554688,2747.97998046875,,9475.599609375,10609.1904296875,1518.280029296875,3041.435791015625,3424.5,3368.60009765625,3311.72998046875,450.47662353515625,,739.9099731445312,5844.22802734375,7523.5,12748.0,,1136.8900146484375,,436.4599914550781,
2002-02-06,1083.510009765625,9653.3896484375,1812.7099609375,5898.1298828125,827.02001953125,,462.4100036621094,26.09000015258789,4804.41015625,4273.81005859375,,749.25,2738.60009765625,,9420.849609375,10592.3896484375,1485.802001953125,2961.766845703125,3414.5,3358.800048828125,3427.389892578125,446.1967468261719,,741.5499877929688,5926.05810546875,7497.10009765625,12751.0,6786.740234375,1133.0999755859375,471.3399963378906,436.8800048828125,
2002-02-07,1080.1700439453125,9625.4404296875,1782.1099853515625,5894.75,821.8699951171875,,458.3999938964844,25.110000610351562,4862.6201171875,4295.64990234375,,752.1799926757812,2747.989990234375,,9583.26953125,10409.6796875,1515.39404296875,3030.345947265625,3450.39990234375,3393.89990234375,3436.93994140625,433.15716552734375,,727.7100219726562,,7483.39990234375,12684.0,6780.93994140625,1132.3900146484375,459.04998779296875,430.0,
2002-02-08,1096.219970703125,9744.240234375,1818.8800048828125,5977.75,833.8099975585938,,466.6700134277344,23.260000228881836,4835.9501953125,4299.0400390625,,751.47998046875,2748.43994140625,,9686.0595703125,10518.990234375,1506.614990234375,3022.22607421875,,,3493.919921875,436.967041015625,,739.6599731445312,,7535.39990234375,12598.0,6681.4501953125,1129.7900390625,457.5400085449219,,
2002-02-11,1111.93994140625,9884.7802734375,1846.6600341796875,6055.35986328125,840.72998046875,,471.32000732421875,21.780000686645508,4940.0,4353.2099609375,,760.77001953125,2779.18994140625,,,10832.740234375,1506.6099853515625,2779.358642578125,3481.10009765625,3423.10009765625,3515.449951171875,438.8339538574219,,,,7604.5,,6589.83984375,1124.5899658203125,408.69000244140625,414.8299865722656,
2002-02-12,1107.5,9863.740234375,1834.2099609375,6042.68017578125,838.6300048828125,,472.010009765625,21.6200008392334,4884.77978515625,4337.9501953125,,758.5700073242188,2776.889892578125,,9877.990234375,,1506.6099853515625,2779.358642578125,3474.60009765625,3415.0,3497.679931640625,,,,,7543.7998046875,,6673.35986328125,1127.9000244140625,374.4700012207031,415.5299987792969,
2002-02-13,1118.510009765625,9989.669921875,1859.1600341796875,6091.419921875,847.9600219726562,,476.3299865722656,20.850000381469727,4935.35009765625,4364.4501953125,,762.77001953125,2788.3798828125,,9968.349609375,,1506.6099853515625,2779.358642578125,3487.0,3424.39990234375,3519.8701171875,436.7760314941406,,,,7561.39990234375,12961.0,6715.5498046875,1138.550048828125,385.239990234375,420.7200012207031,
2002-02-14,1116.47998046875,10001.990234375,1843.3699951171875,6086.8701171875,846.8200073242188,,470.75,21.770000457763672,4973.77001953125,4429.31005859375,,773.4500122070312,2811.1201171875,,10081.08984375,,1506.6099853515625,2779.358642578125,3480.39990234375,3420.39990234375,3557.06005859375,439.38897705078125,,796.1799926757812,,7526.39990234375,13245.0,6717.60986328125,1142.2099609375,375.4200134277344,420.3500061035156,
2002-02-15,1104.1800537109375,9903.0400390625,1805.199951171875,6040.240234375,849.1599731445312,,469.25,22.3700008392334,4862.60009765625,4377.0,,766.4299926757812,2789.81005859375,,10048.099609375,10961.8798828125,1506.6099853515625,2779.358642578125,,,3602.02001953125,449.36767578125,,783.5900268554688,,7515.2998046875,13300.0,6697.669921875,1144.1099853515625,376.1499938964844,,
2002-02-19,1083.3399658203125,9745.1396484375,1750.6099853515625,5943.27978515625,844.1900024414062,,459.9800109863281,24.43000030517578,4764.0498046875,4256.35986328125,,745.1599731445312,2705.27001953125,,9847.16015625,10840.490234375,1506.6099853515625,2779.358642578125,3437.699951171875,3382.60009765625,3597.610107421875,460.68133544921875,,782.27001953125,5861.63818359375,7471.0,12992.0,6609.2998046875,1133.4599609375,395.489990234375,401.94000244140625,
2002-02-20,1097.97998046875,9941.169921875,1775.5699462890625,6017.93017578125,847.0399780273438,,467.25,22.65999984741211,4780.240234375,4238.990234375,,741.3099975585938,2688.0400390625,,9834.1298828125,10749.0595703125,1506.6099853515625,2779.358642578125,3434.300048828125,3379.699951171875,3558.2099609375,458.44439697265625,,776.8900146484375,5692.1591796875,7431.7998046875,13303.0,6583.990234375,1122.219970703125,388.8900146484375,400.5299987792969,
2002-02-21,1080.949951171875,9834.6796875,1716.239990234375,5959.14013671875,847.969970703125,,458.44000244140625,23.799999237060547,4850.72998046875,4287.22021484375,,749.75,2691.56005859375,,10295.419921875,10788.900390625,1506.6099853515625,2779.358642578125,3422.10009765625,3366.699951171875,3570.4599609375,459.37335205078125,,787.6199951171875,5656.0791015625,7418.10009765625,13530.0,6533.64013671875,1127.780029296875,371.2900085449219,400.8500061035156,
2002-02-22,1089.8399658203125,9968.150390625,1724.5400390625,6008.83984375,856.3099975585938,,465.07000732421875,22.860000610351562,4745.580078125,4245.2001953125,,741.260009765625,2679.7900390625,,10356.7802734375,10664.9404296875,1506.6099853515625,2779.358642578125,,,3604.080078125,,,792.0,5609.80908203125,7426.60009765625,13563.0,6473.1201171875,1125.6500244140625,367.94000244140625,,
2002-02-25,1109.4300537109375,10145.7099609375,1769.8800048828125,6094.27978515625,862.1699829101562,,468.19000244140625,21.84000015258789,4863.5400390625,4305.43994140625,,751.1699829101562,2696.699951171875,,10296.4697265625,10496.01953125,1530.2840576171875,3064.44580078125,3434.800048828125,3380.10009765625,3613.510009765625,449.30267333984375,,791.47998046875,5510.689453125,7512.5,13978.0,6562.93994140625,1136.1800537109375,381.2300109863281,403.20001220703125,
2002-02-26,1109.3800048828125,10115.259765625,1766.8599853515625,6104.64013671875,864.4099731445312,,471.2900085449219,21.68000030517578,4897.75,4340.85986328125,,756.8499755859375,2712.81005859375,,10202.6298828125,10547.1298828125,1531.4300537109375,3048.705810546875,3413.10009765625,3358.60009765625,3712.739990234375,448.6746826171875,,801.1400146484375,5499.76953125,7567.5,13964.0,6637.9599609375,1137.8399658203125,373.57000732421875,403.20001220703125,
2002-02-27,1109.8900146484375,10127.580078125,1751.8800048828125,6124.2998046875,864.6400146484375,,472.6099853515625,21.489999771118164,4960.22021484375,4424.7099609375,,769.6099853515625,2730.5,,10573.08984375,10648.7099609375,1538.3189697265625,3055.6357421875,3414.300048828125,3358.60009765625,3705.659912109375,454.4884948730469,,822.1099853515625,5696.0888671875,7646.89990234375,14212.0,6795.89990234375,1138.4300537109375,379.9800109863281,412.8900146484375,
2002-02-28,1106.72998046875,10106.1298828125,1731.489990234375,6117.9599609375,865.5800170898438,,469.3599853515625,21.59000015258789,5039.080078125,4462.990234375,,774.530029296875,2748.68994140625,,10587.830078125,10482.5498046875,1524.7010498046875,3029.4560546875,3417.300048828125,3362.10009765625,3562.31005859375,453.2325439453125,,819.989990234375,,7637.5,14033.0,6734.43994140625,1144.4599609375,398.25,410.0199890136719,
2002-03-01,1131.780029296875,10368.8603515625,1802.739990234375,6224.02001953125,872.780029296875,,478.3399963378906,19.959999084472656,5097.41015625,4486.419921875,,779.4199829101562,2747.9599609375,,10812.0,10425.3095703125,1502.5400390625,2991.2265625,,,3678.75,452.1485595703125,,,5680.7587890625,7710.7998046875,14343.0,6898.0,1156.77001953125,405.8699951171875,,
2002-03-04,1153.8399658203125,10586.8203125,1859.3199462890625,6332.5,876.5700073242188,,488.0,20.5,5245.83984375,4607.43994140625,,798.72998046875,2775.6298828125,,11450.2197265625,10704.1201171875,1526.803955078125,3037.47607421875,3435.60009765625,3381.699951171875,3642.580078125,455.1734924316406,,834.2100219726562,5874.4580078125,7861.7998046875,14471.0,7029.60009765625,1179.9599609375,371.489990234375,409.3599853515625,
2002-03-05,1146.1400146484375,10433.41015625,1866.2900390625,6287.25,877.8699951171875,,487.5899963378906,20.299999237060547,5228.669921875,4580.75,,795.719970703125,2762.5,,11348.4501953125,10985.83984375,1560.0789794921875,3113.03515625,3451.199951171875,3396.5,3641.10009765625,459.2573547363281,,841.9500122070312,5957.72802734375,7856.10009765625,14011.0,7053.5400390625,1179.47998046875,370.75,402.0,
2002-03-06,1162.77001953125,10574.2900390625,1890.4000244140625,6377.1201171875,881.4000244140625,,494.79998779296875,19.940000534057617,5285.259765625,4588.14013671875,,796.97998046875,2739.27001953125,,11358.5302734375,11003.0,1569.2080078125,3150.9345703125,3497.60009765625,3440.0,3614.43994140625,476.94683837890625,,843.0599975585938,6097.54736328125,7944.2998046875,13839.0,7154.14013671875,1190.3699951171875,382.9200134277344,396.1300048828125,
2002-03-07,1157.5400390625,10525.3701171875,1881.6300048828125,6353.75,880.5599975585938,,494.9200134277344,20.040000915527344,5289.43017578125,4616.5,,803.2899780273438,2724.10009765625,,11648.33984375,11188.0703125,1613.0009765625,3262.353271484375,3485.300048828125,3428.10009765625,3690.27001953125,472.3760070800781,,829.4400024414062,6048.12744140625,7958.10009765625,13726.0,7061.0,1201.25,377.3599853515625,398.44000244140625,
2002-03-08,1164.31005859375,10572.490234375,1929.6700439453125,6366.43994140625,881.9000244140625,,499.8500061035156,19.270000457763672,5359.5498046875,4629.10986328125,,804.6900024414062,2701.699951171875,,11885.7900390625,11233.23046875,1640.2559814453125,3318.892822265625,,,3656.77001953125,475.10089111328125,,825.27001953125,6011.62744140625,7910.2998046875,13962.0,7192.22021484375,1203.030029296875,389.6199951171875,,
2002-03-11,1168.260009765625,10611.240234375,1929.489990234375,6388.85986328125,886.6799926757812,,500.75,19.84000015258789,5340.669921875,4586.75,,800.5599975585938,2725.14990234375,,11919.2998046875,11318.8701171875,1664.093994140625,3380.522216796875,3462.300048828125,3407.89990234375,3603.969970703125,474.0119323730469,,827.02001953125,6196.236328125,7908.2001953125,13696.0,7161.39990234375,1191.6700439453125,397.989990234375,403.5400085449219,
2002-03-12,1165.5799560546875,10632.349609375,1897.1199951171875,6392.97998046875,885.9199829101562,,498.8999938964844,19.59000015258789,5275.81005859375,4550.64990234375,,795.469970703125,2713.830078125,,11607.330078125,11273.8603515625,1643.6920166015625,3303.253173828125,3450.0,3396.0,3535.800048828125,469.35205078125,,846.030029296875,6122.517578125,7866.10009765625,14181.0,7278.06005859375,1181.3800048828125,408.70001220703125,397.739990234375,
2002-03-13,1154.0899658203125,10501.849609375,1862.030029296875,6348.35986328125,887.27001953125,,495.45001220703125,19.459999084472656,5245.990234375,4523.77001953125,,790.9299926757812,2702.280029296875,,11415.3095703125,11217.5,1623.4320068359375,3267.893310546875,3451.89990234375,3398.0,3569.6201171875,473.9859313964844,,849.1300048828125,6088.3173828125,7864.2001953125,14244.0,7218.509765625,1185.75,403.04998779296875,396.80999755859375,
2002-03-14,1153.0400390625,10517.1396484375,1854.1400146484375,6352.7001953125,886.739990234375,,497.760009765625,19.200000762939453,5276.8701171875,4546.83984375,,793.1599731445312,2689.739990234375,,11568.8203125,11303.7001953125,1665.1510009765625,3359.09228515625,3407.699951171875,3356.699951171875,3580.830078125,467.97711181640625,,856.8599853515625,6070.4775390625,7828.60009765625,14117.0,7188.77001953125,1181.72998046875,389.25,402.0799865722656,
2002-03-15,1166.1600341796875,10607.23046875,1868.300048828125,6419.6298828125,891.6500244140625,,499.1199951171875,18.420000076293945,5401.10986328125,4588.330078125,,800.6500244140625,2693.4599609375,,11648.009765625,11210.25,1620.9759521484375,3267.7734375,,,3617.679931640625,,,860.3599853515625,5951.42822265625,7871.7001953125,14365.0,7273.080078125,1187.77001953125,390.6700134277344,,
2002-03-18,1165.550048828125,10577.75,1877.06005859375,6420.7900390625,897.4299926757812,,502.79998779296875,18.93000030517578,5426.0400390625,4625.81005859375,,807.72998046875,2712.489990234375,,11498.3798828125,11230.6396484375,1623.884033203125,3283.753173828125,3460.300048828125,3405.60009765625,3613.280029296875,469.66204833984375,,869.7100219726562,5972.087890625,7917.7001953125,14245.0,7344.56982421875,1189.0699462890625,395.989990234375,415.69000244140625,
2002-03-19,1170.2900390625,10635.25,1880.8699951171875,6445.009765625,899.0599975585938,,504.7300109863281,18.15999984741211,5462.5498046875,4644.93017578125,,811.739990234375,2739.31005859375,,11792.8203125,11222.830078125,1665.3570556640625,3334.712646484375,3467.300048828125,3411.800048828125,3560.320068359375,471.6289978027344,,889.97998046875,5906.7080078125,7936.89990234375,14118.0,7427.919921875,1181.1400146484375,407.5799865722656,414.2699890136719,
2002-03-20,1151.8499755859375,10501.5703125,1832.8699951171875,6369.2998046875,896.9199829101562,,499.0400085449219,18.459999084472656,5364.7001953125,4603.7998046875,,806.3200073242188,2726.320068359375,,11526.7802734375,11036.599609375,1682.510009765625,3356.682373046875,3436.10009765625,3383.89990234375,3581.320068359375,477.2718505859375,,887.47998046875,6059.03759765625,7915.39990234375,14090.0,7384.1298828125,1178.77001953125,412.0400085449219,412.4800109863281,
2002-03-21,1153.5899658203125,10479.83984375,1868.8299560546875,6363.47998046875,904.3900146484375,,505.44000244140625,18.149999618530273,5348.68017578125,4579.89990234375,,803.219970703125,2737.610107421875,,,10829.73046875,1685.0169677734375,3356.982421875,3433.800048828125,3381.60009765625,3536.260009765625,480.6327209472656,,885.6400146484375,6046.49755859375,7856.2001953125,13717.0,,1193.2099609375,405.20001220703125,409.1099853515625,
2002-03-22,1148.699951171875,10427.669921875,1851.3900146484375,6345.18994140625,898.969970703125,,502.3900146484375,17.770000457763672,5366.1298828125,4601.56982421875,,806.8200073242188,2755.919921875,,11345.080078125,10863.0703125,1669.6939697265625,3312.722900390625,,,3516.110107421875,484.7176208496094,,895.97998046875,6140.3974609375,7856.10009765625,13312.0,7439.5,1189.4200439453125,432.2900085449219,,
2002-03-25,1131.8699951171875,10281.669921875,1812.489990234375,6264.2001953125,895.8800048828125,,496.3900146484375,18.479999542236328,5317.3798828125,4588.35986328125,,804.1599731445312,2762.830078125,,11261.08984375,10836.6396484375,1675.2889404296875,3312.072998046875,3384.39990234375,3335.300048828125,,479.4137878417969,,879.4099731445312,6219.146484375,7751.2998046875,13278.0,7381.56982421875,1181.969970703125,437.0299987792969,407.0899963378906,
2002-03-26,1138.489990234375,10353.3603515625,1824.1700439453125,6298.56005859375,901.02001953125,,501.6600036621094,18.1299991607666,5390.58984375,4628.06982421875,,808.9099731445312,2772.75,,11207.919921875,10786.919921875,1649.4840087890625,3250.99365234375,3411.5,3360.39990234375,3466.2900390625,481.8476867675781,,881.030029296875,6242.61669921875,7756.7001953125,13570.0,7351.18994140625,1182.3199462890625,438.0299987792969,400.4700012207031,
2002-03-27,1144.5799560546875,10426.91015625,1826.75,6342.64990234375,908.0999755859375,,505.8500061035156,17.700000762939453,5348.0,4623.2001953125,,808.8200073242188,2761.93994140625,,11323.6796875,10987.8798828125,1654.23095703125,3257.593505859375,3414.800048828125,3363.300048828125,3459.080078125,481.271728515625,,902.4600219726562,6147.7265625,7835.89990234375,13425.0,7361.85986328125,1159.1300048828125,436.1300048828125,400.4700012207031,
2002-03-28,1147.3900146484375,10403.9404296875,1845.3499755859375,6348.7900390625,910.489990234375,,506.4599914550781,17.399999618530273,5397.2900390625,4688.02001953125,,819.8400268554688,2769.18994140625,,11333.1103515625,11032.919921875,1650.6729736328125,3259.643310546875,,,3469.35009765625,481.7607116699219,,892.6699829101562,6209.896484375,7851.5,13255.0,,1163.6300048828125,,400.4700012207031,
2002-04-01,1146.5400390625,10362.7001953125,1862.6199951171875,6327.10986328125,914.75,,504.5,18.729999542236328,,,,,,,11028.7001953125,,1608.5059814453125,3179.08447265625,,,3500.179931640625,486.653564453125,,875.8300170898438,6186.41650390625,7888.5,13467.0,7371.89013671875,1151.3299560546875,,375.5,
2002-04-02,1136.760009765625,10313.7099609375,1804.4000244140625,6305.330078125,915.8499755859375,,500.489990234375,19.15999984741211,5311.080078125,4627.330078125,,812.8499755859375,2755.050048828125,,11204.490234375,10878.0400390625,1582.883056640625,3124.43505859375,3387.300048828125,3338.5,3505.7900390625,489.0744934082031,,905.3400268554688,6243.4365234375,7893.39990234375,13245.0,7316.68994140625,1139.969970703125,435.0899963378906,375.5,
2002-04-03,1125.4000244140625,10198.2900390625,1784.3499755859375,6245.68994140625,907.97998046875,,496.6000061035156,20.200000762939453,5281.83984375,4632.259765625,,811.5900268554688,2783.360107421875,,11400.7099609375,10833.9599609375,1594.508056640625,3142.66455078125,3377.800048828125,3329.0,3462.989990234375,488.14251708984375,,918.5900268554688,6294.63623046875,7842.2998046875,13085.0,7191.93994140625,1146.3599853515625,431.3999938964844,375.5,
2002-04-04,1126.3399658203125,10235.169921875,1789.75,6249.18017578125,903.6099853515625,,498.3699951171875,19.780000686645508,5254.9501953125,4538.31005859375,,798.239990234375,2805.22998046875,,11379.2001953125,10831.3701171875,1641.698974609375,3217.52392578125,3372.60009765625,3322.89990234375,3512.550048828125,502.4850769042969,,918.010009765625,6207.06640625,7784.5,13360.0,7253.5,1150.260009765625,415.0400085449219,372.5299987792969,
2002-04-05,1122.72998046875,10271.6396484375,1770.030029296875,6246.5400390625,898.6099853515625,,497.760009765625,19.1299991607666,5260.52978515625,4515.7001953125,,794.3300170898438,2771.179931640625,,11335.490234375,,1634.6429443359375,3207.183837890625,3390.0,3340.199951171875,3500.570068359375,508.9788818359375,,,,7782.10009765625,13276.0,7335.759765625,1151.800048828125,401.05999755859375,,
